cust,x,t_x,litt,sales,sales_x,first,T_cal,T_star,x_star,sales_star,age,first_sales_scaled,age_scaled,gender_binary
256,2,14.571428571428571,3.946917261488655,79.58,64.59,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,55,-0.535115713928534,1.2020981155942436,1
261,0,0.0,0.0,8.77,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,27,-0.721318260712046,-0.9105030687913296,0
281,0,0.0,0.0,14.7,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,27,-0.5437971831515596,-0.9105030687913296,0
297,0,0.0,0.0,14.96,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,38,-0.5360137969516056,-0.0805526034969973,1
312,0,0.0,0.0,87.74,0.0,1997-01-02,38.714285714285715,38.99999999999999,1.0,14.99,48,1.642735617020098,0.6739478194978502,1
314,1,1.5714285714285714,0.4519851237430572,231.13,227.14,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,55,-0.864412822388121,1.2020981155942436,1
333,0,0.0,0.0,15.9,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,57,-0.5078738622286955,1.352998200193213,0
341,1,29.428571428571427,3.381966019734268,106.6,80.46,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,33,-0.201328190353589,-0.4578028149944211,0
350,0,0.0,0.0,46.37,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,48,0.4042791282043605,0.6739478194978502,1
353,1,5.857142857142857,1.7676619176489945,69.23,40.47,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,34,-0.1228956063386692,-0.3823527726949364,1
367,0,0.0,0.0,44.77,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,45,0.3563813669738752,0.4475976925993959,0
388,0,0.0,0.0,10.77,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,46,-0.6614460591739392,0.5230477348988807,0
408,0,0.0,0.0,25.99,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,31,-0.205818605468947,-0.6087028995933906,1
425,0,0.0,0.0,14.99,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,58,-0.535115713928534,1.428448242492698,1
429,1,27.142857142857142,3.3011139231051727,42.91,31.14,1997-01-02,38.714285714285715,38.99999999999999,1.0,59.49,62,-0.6315099584048859,1.730248411690637,0
440,0,0.0,0.0,14.96,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,21,-0.5360137969516056,-1.3632033225882385,1
441,5,36.142857142857146,9.242815383928864,149.81,87.36,1997-01-06,38.142857142857146,38.99999999999999,4.0,69.44,18,0.8856516285707386,-1.5895534494866923,0
473,0,0.0,0.0,34.97,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,36,0.0630075794371521,-0.2314526880959669,1
487,0,0.0,0.0,11.77,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,44,-0.6315099584048859,0.3721476502999111,0
489,1,2.142857142857143,0.7621400520468967,60.97,13.97,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,30,0.4231388716888641,-0.6841529418928755,1
502,0,0.0,0.0,15.36,0.0,1997-01-02,38.714285714285715,38.99999999999999,1.0,16.99,34,-0.5240393566439843,-0.3823527726949364,0
516,0,0.0,0.0,14.99,0.0,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,28,-0.535115713928534,-0.835053026491845,1
530,0,0.0,0.0,11.97,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,31,-0.6255227382510751,-0.6087028995933906,0
542,0,0.0,0.0,45.67,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,39,0.3833238576660231,-0.0051025611975126,1
558,0,0.0,0.0,49.67,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,44,0.5030682607422368,0.3721476502999111,1
562,1,24.428571428571427,3.1957534074473464,23.93,14.96,1997-01-03,38.57142857142857,39.0,0.0,0.0,42,-0.7153310405582353,0.2212475657009416,1
564,12,34.42857142857143,5.468484779516603,395.18,354.4800000000001,1997-01-03,38.57142857142857,39.0,10.0,262.69,43,0.2345414368438281,0.2966976080004264,1
581,0,0.0,0.0,14.37,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,35,-0.5536760964053471,-0.3069027303954516,1
584,0,0.0,0.0,11.77,0.0,1997-01-17,36.57142857142857,39.0,0.0,0.0,58,-0.6315099584048859,1.428448242492698,1
612,0,0.0,0.0,12.49,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,42,-0.6099559658511674,0.2212475657009416,0
619,19,34.0,-2.7923375493313887,601.33,560.23,1997-02-03,34.142857142857146,38.99999999999999,13.0,423.68,18,0.2465158771514494,-1.5895534494866923,0
621,1,1.5714285714285714,0.4519851237430572,32.269999999999996,14.37,1997-01-03,38.57142857142857,39.0,0.0,0.0,39,-0.4480016606905888,-0.0051025611975126,1
636,0,0.0,0.0,27.92,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,27,-0.1480419309846739,-0.9105030687913296,1
645,1,38.42857142857143,3.648801230546526,51.2,6.49,1997-01-04,38.42857142857143,39.0,2.0,49.980000000000004,31,0.3545852009277319,-0.6087028995933906,0
656,0,0.0,0.0,55.1,0.0,1997-01-03,38.57142857142857,39.0,1.0,114.79,30,0.6656212879181964,-0.6841529418928755,1
675,0,0.0,0.0,24.99,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,46,-0.2357547062380004,0.5230477348988807,0
687,0,0.0,0.0,12.97,0.0,1997-01-03,38.57142857142857,39.0,1.0,34.41,51,-0.5955866374820217,0.9002979463963044,1
703,0,0.0,0.0,121.34,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,28,2.648588602860291,-0.835053026491845,1
719,0,0.0,0.0,34.98,0.0,1997-01-07,38.0,39.0,0.0,0.0,31,0.0633069404448426,-0.6087028995933906,1
736,0,0.0,0.0,28.74,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,42,-0.1234943283540503,0.2212475657009416,0
755,0,0.0,0.0,52.99,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,31,0.6024561152954938,-0.6087028995933906,1
756,2,33.142857142857146,5.1943164704062506,70.42,56.05,1997-01-03,38.57142857142857,39.0,0.0,0.0,55,-0.5536760964053471,1.2020981155942436,1
760,1,4.285714285714286,1.455287232606842,27.13,15.36,1997-01-03,38.57142857142857,39.0,1.0,26.3,68,-0.6315099584048859,2.182948665487545,1
773,4,29.428571428571427,5.487418610327371,269.86,213.59,1997-01-04,38.42857142857143,39.0,3.0,124.94,45,0.7006465258179889,0.4475976925993959,0
775,0,0.0,0.0,186.67,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,25,4.604314066102548,-1.0614031533902992,1
780,2,14.285714285714286,3.5559309819372813,130.69,82.96,1997-01-10,37.57142857142857,39.0,1.0,11.49,52,0.4449922252502729,0.9757479886957892,0
789,1,16.142857142857142,2.7814776696570274,70.47,43.13,1997-01-04,38.42857142857143,39.0,1.0,28.97,54,-0.165404869430725,1.1266480732947588,1
795,0,0.0,0.0,13.97,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,27,-0.5656505367129684,-0.9105030687913296,0
816,0,0.0,0.0,35.31,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,27,0.0731858536986303,-0.9105030687913296,1
834,0,0.0,0.0,21.98,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,36,-0.325862369552851,-0.2314526880959669,1
836,2,21.142857142857142,4.035504062199167,326.03999999999996,266.96000000000004,1997-01-04,38.42857142857143,39.0,1.0,140.42,51,0.7847669689790288,0.9002979463963044,0
857,0,0.0,0.0,24.94,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,29,-0.237251511276453,-0.7596029841923602,0
858,0,0.0,0.0,26.73,0.0,1997-01-13,37.142857142857146,38.99999999999999,0.0,0.0,28,-0.1836658908998475,-0.835053026491845,0
875,0,0.0,0.0,16.99,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,47,-0.4752435123904273,0.5984977771983655,0
881,3,29.285714285714285,5.089358450225783,164.82,127.88,1997-01-04,38.42857142857143,39.0,1.0,106.03,20,0.1219816979521872,-1.438653364887723,1
899,0,0.0,0.0,145.47,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,57,3.370946714417548,1.352998200193213,0
913,0,0.0,0.0,12.77,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,26,-0.6015738576358325,-0.9859531110908144,0
918,1,5.857142857142857,1.7676619176489945,121.1,69.23,1997-01-04,38.42857142857143,39.0,1.0,15.49,22,0.5689276824341539,-1.2877532802887537,1
936,0,0.0,0.0,14.99,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,21,-0.535115713928534,-1.3632033225882385,0
947,1,5.142857142857143,1.6376087894007967,74.23,20.77,1997-01-04,38.42857142857143,39.0,0.0,0.0,18,0.6165260826569489,-1.5895534494866923,0
958,0,0.0,0.0,117.1,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,38,2.5216595355995044,-0.0805526034969973,1
974,0,0.0,0.0,18.36,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,33,-0.4342310543368241,-0.4578028149944211,0
989,0,0.0,0.0,14.96,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,43,-0.5360137969516056,0.2966976080004264,0
1012,3,16.857142857142858,4.71886323639295,74.62,60.65,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,20,-0.5656505367129684,-1.438653364887723,1
1014,0,0.0,0.0,96.36,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,36,1.900784805649338,-0.2314526880959669,1
1034,0,0.0,0.0,33.96,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,46,0.0327721176604083,0.5230477348988807,1
1035,1,7.428571428571429,2.005333569526114,108.93,42.09,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,53,1.017071110946883,1.051198030995274,1
1050,0,0.0,0.0,21.76,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,27,-0.3324483117220427,-0.9105030687913296,1
1062,0,0.0,0.0,14.96,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,59,-0.5360137969516056,1.5038982847921825,1
1080,0,0.0,0.0,14.99,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,34,-0.535115713928534,-0.3823527726949364,0
1099,7,26.428571428571427,4.365408080212384,208.36,193.4,1997-01-05,38.285714285714285,39.00000000000001,4.0,92.94,40,-0.5360137969516056,0.0703474811019721,1
1101,0,0.0,0.0,0.0,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,38,-0.983857864456644,-0.0805526034969973,1
1108,10,35.42857142857143,7.222056060205581,166.86,136.57,1997-01-05,38.285714285714285,39.00000000000001,4.0,23.950000000000003,23,-0.495899421921074,-1.2123032379892686,0
1115,0,0.0,0.0,19.99,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,47,-0.3854352100832672,0.5984977771983655,0
1117,0,0.0,0.0,14.96,0.0,1997-01-27,35.142857142857146,38.99999999999999,0.0,0.0,30,-0.5360137969516056,-0.6841529418928755,0
1131,0,0.0,0.0,71.63,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,47,1.1604650336306483,0.5984977771983655,1
1150,0,0.0,0.0,37.97,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,33,0.1528158817443121,-0.4578028149944211,0
1158,1,33.285714285714285,3.505128304510387,94.92999999999999,14.99,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,33,1.4092340310214817,-0.4578028149944211,1
1167,6,37.42857142857143,5.673314767275617,352.5,305.22,1997-01-05,38.285714285714285,39.00000000000001,1.0,62.79,45,0.4315209799041991,0.4475976925993959,0
1174,0,0.0,0.0,34.9,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,37,0.0609120523833184,-0.1560026457964821,1
1188,0,0.0,0.0,43.09,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,53,0.3060887176818655,1.051198030995274,1
1209,0,0.0,0.0,31.51,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,47,-0.0405713292237723,0.5984977771983655,1
1223,0,0.0,0.0,56.51,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,33,0.7078311900025615,-0.4578028149944211,0
1240,0,0.0,0.0,36.36,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,35,0.1046187595061364,-0.3069027303954516,1
1241,2,31.857142857142858,5.239476866525104,78.61,66.84,1997-01-05,38.285714285714285,39.00000000000001,2.0,53.96,32,-0.6315099584048859,-0.5332528572939059,1
1251,4,37.57142857142857,5.446536285801968,89.52,82.73,1997-01-05,38.285714285714285,39.00000000000001,3.0,112.53,24,-0.7805917402347715,-1.136853195689784,0
1252,1,23.857142857142858,3.172083663361442,43.209999999999994,26.22,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,55,-0.4752435123904273,1.2020981155942436,1
1265,0,0.0,0.0,34.74,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,23,0.0561222762602698,-1.2123032379892686,0
1280,0,0.0,0.0,22.7,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,50,-0.3043083769991325,0.8248479040968197,0
1283,1,24.142857142857142,3.18398856586776,172.01,92.8,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,38,1.3873806774600723,-0.0805526034969973,0
1291,1,6.142857142857143,1.8152899666382492,104.6,52.3,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,49,0.5818002057648469,0.7493978617973349,0
1295,0,0.0,0.0,90.56,0.0,1997-02-10,33.142857142857146,38.99999999999999,0.0,0.0,43,1.7271554211888285,0.2966976080004264,1
1302,0,0.0,0.0,125.82,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,41,2.78270233430565,0.1457975234014569,1
1317,0,0.0,0.0,32.98,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,36,0.0034347389067358,-0.2314526880959669,1
1322,1,0.2857142857142857,-1.252762968495368,66.22,39.09,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,33,-0.1716914505922262,-0.4578028149944211,0
1333,0,0.0,0.0,42.49,0.0,1997-01-06,38.142857142857146,38.99999999999999,1.0,29.48,31,0.2881270572204334,-0.6087028995933906,0
1343,1,0.2857142857142857,-1.252762968495368,22.94,12.97,1997-01-06,38.142857142857146,38.99999999999999,1.0,12.58,39,-0.6853949397891819,-0.0051025611975126,1
1350,0,0.0,0.0,156.0,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,34,3.6861738555156807,-0.3823527726949364,0
1365,0,0.0,0.0,11.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,35,-0.6315099584048859,-0.3069027303954516,1
1377,1,24.142857142857142,3.18398856586776,39.36,24.99,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,54,-0.5536760964053471,1.1266480732947588,1
1380,0,0.0,0.0,29.33,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,28,-0.1058320289003088,-0.835053026491845,1
1393,1,5.285714285714286,1.6650077635889111,37.08,28.31,1997-01-06,38.142857142857146,38.99999999999999,2.0,72.93,19,-0.721318260712046,-1.5141034071872077,1
1395,0,0.0,0.0,8.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,59,-0.721318260712046,1.5038982847921825,1
1402,0,0.0,0.0,166.3,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,38,3.994515693436931,-0.0805526034969973,0
1417,1,15.285714285714286,2.7269186854065928,111.72,76.41,1997-01-14,37.0,39.0,1.0,359.71999999999997,40,0.0731858536986303,0.0703474811019721,0
1420,0,0.0,0.0,11.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,38,-0.6315099584048859,-0.0805526034969973,1
1425,0,0.0,0.0,17.3,0.0,1997-02-18,32.0,39.0,0.0,0.0,37,-0.4659633211520207,-0.1560026457964821,1
1433,0,0.0,0.0,9.98,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,21,-0.6850955787814913,-1.3632033225882385,0
1446,0,0.0,0.0,19.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,35,-0.392021152252459,-0.3069027303954516,1
1463,0,0.0,0.0,28.37,0.0,1997-01-07,38.0,39.0,0.0,0.0,29,-0.1345706856385999,-0.7596029841923602,0
1480,1,3.0,1.0986122886681098,29.73,13.77,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,56,-0.5060776961825522,1.2775481578937282,0
1483,0,0.0,0.0,163.52,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,66,3.911293333298962,2.032048580888576,1
1499,1,10.285714285714286,2.330755969960742,175.38000000000002,163.61,1997-01-26,35.285714285714285,39.00000000000001,0.0,0.0,44,-0.6315099584048859,0.3721476502999111,1
1504,0,0.0,0.0,24.99,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,45,-0.2357547062380004,0.4475976925993959,0
1518,0,0.0,0.0,14.96,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,19,-0.5360137969516056,-1.5141034071872077,0
1528,1,7.142857142857143,1.9661128563728327,47.7,36.71,1997-01-06,38.142857142857146,38.99999999999999,1.0,7.49,17,-0.6548601170047474,-1.6650034917861771,1
1540,0,0.0,0.0,10.77,0.0,1997-01-07,38.0,39.0,0.0,0.0,33,-0.6614460591739392,-0.4578028149944211,1
1544,4,7.571428571428571,1.385877781234674,61.269999999999996,54.480000000000004,1997-01-07,38.0,39.0,0.0,0.0,22,-0.7805917402347715,-1.2877532802887537,0
1560,3,26.0,5.8757493428593035,70.84,58.07,1997-01-07,38.0,39.0,0.0,0.0,35,-0.6015738576358325,-0.3069027303954516,0
1561,0,0.0,0.0,49.87,0.0,1997-01-07,38.0,39.0,1.0,66.94,45,0.5090554808960471,0.4475976925993959,1
1568,1,24.0,3.1780538303479458,99.64999999999999,71.66,1997-01-07,38.0,39.0,0.0,0.0,46,-0.1459464039308403,0.5230477348988807,1
1583,2,28.428571428571427,5.30279711340032,41.43,27.73,1997-01-07,38.0,39.0,5.0,56.54,48,-0.5737332839206128,0.6739478194978502,1
1585,0,0.0,0.0,8.77,0.0,1997-01-07,38.0,39.0,1.0,15.99,23,-0.721318260712046,-1.2123032379892686,1
1596,1,23.428571428571427,3.153956278768885,54.9,19.54,1997-01-07,38.0,39.0,2.0,77.7,29,0.074682658737083,-0.7596029841923602,1
1605,2,7.428571428571429,2.6109697478049974,91.92999999999999,46.95,1997-01-07,38.0,39.0,0.0,0.0,40,0.3626679481353763,0.0703474811019721,0
1618,0,0.0,0.0,12.97,0.0,1997-01-07,38.0,39.0,0.0,0.0,34,-0.5955866374820217,-0.3823527726949364,1
1623,2,16.857142857142858,4.221007180640747,118.59,103.60000000000001,1997-01-07,38.0,39.0,4.0,244.26,45,-0.535115713928534,0.4475976925993959,0
1627,1,2.142857142857143,0.7621400520468967,41.099999999999994,29.33,1997-01-07,38.0,39.0,0.0,0.0,37,-0.6315099584048859,-0.1560026457964821,1
1631,1,15.714285714285714,2.7545702167371027,35.31,23.54,1997-01-07,38.0,39.0,0.0,0.0,43,-0.6315099584048859,0.2966976080004264,0
1640,0,0.0,0.0,79.99,0.0,1997-01-07,38.0,39.0,0.0,0.0,51,1.4107308360599342,0.9002979463963044,0
1647,5,6.857142857142857,-3.564132891045144,237.85999999999999,177.88,1997-01-07,38.0,39.0,2.0,36.97,60,0.8117094596711767,1.5793483270916673,0
1655,2,28.571428571428573,4.150879198787011,57.05,30.32,1997-01-07,38.0,39.0,0.0,0.0,25,-0.1836658908998475,-1.0614031533902992,0
1661,7,34.142857142857146,8.813775150620152,335.43,160.44,1997-01-07,38.0,39.0,5.0,111.44999999999999,55,4.254660409120004,1.2020981155942436,0
1663,2,35.714285714285715,4.2758154171357425,52.91,37.95,1997-01-07,38.0,39.0,0.0,0.0,52,-0.5360137969516056,0.9757479886957892,0
1664,0,0.0,0.0,70.42,0.0,1997-01-07,38.0,39.0,0.0,0.0,52,1.1242423517000937,0.9757479886957892,0
1668,4,29.285714285714285,7.414979757513083,133.42000000000002,119.44999999999999,1997-01-07,38.0,39.0,1.0,14.99,38,-0.5656505367129684,-0.0805526034969973,0
1669,13,37.857142857142854,6.243210321915744,391.44,381.46000000000004,1997-01-07,38.0,39.0,5.0,144.6,52,-0.6850955787814913,0.9757479886957892,0
1686,0,0.0,0.0,13.97,0.0,1997-01-07,38.0,39.0,5.0,140.13,25,-0.5656505367129684,-1.0614031533902992,0
1696,4,33.0,5.849196342982524,160.6,114.11999999999999,1997-01-07,38.0,39.0,2.0,35.47,19,0.4075720992889563,-1.5141034071872077,0
1705,4,35.285714285714285,6.139230875270236,111.53999999999999,99.77,1997-01-07,38.0,39.0,0.0,0.0,31,-0.6315099584048859,-0.6087028995933906,1
1712,0,0.0,0.0,30.97,0.0,1997-01-07,38.0,39.0,0.0,0.0,35,-0.0567368236390612,-0.3069027303954516,0
1727,0,0.0,0.0,35.31,0.0,1997-01-19,36.285714285714285,39.00000000000001,0.0,0.0,49,0.0731858536986303,0.7493978617973349,0
1733,0,0.0,0.0,11.77,0.0,1997-01-07,38.0,39.0,0.0,0.0,36,-0.6315099584048859,-0.2314526880959669,1
1739,1,2.857142857142857,1.0498221244986776,32.06,16.7,1997-01-07,38.0,39.0,0.0,0.0,41,-0.5240393566439843,0.1457975234014569,1
1750,1,15.285714285714286,2.7269186854065928,121.56,100.59,1997-01-18,36.42857142857143,39.0,0.0,0.0,29,-0.3560978313295949,-0.7596029841923602,1
1753,0,0.0,0.0,0.0,0.0,1997-01-07,38.0,39.0,0.0,0.0,37,-0.983857864456644,-0.1560026457964821,0
1758,1,6.428571428571429,1.8607523407150064,46.09,34.32,1997-01-07,38.0,39.0,0.0,0.0,19,-0.6315099584048859,-1.5141034071872077,0
1760,29,37.714285714285715,-0.8411058785945296,773.57,761.5800000000002,1997-01-07,38.0,39.0,14.0,350.12,40,-0.624924016235694,0.0703474811019721,1
1763,0,0.0,0.0,12.49,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,20,-0.6099559658511674,-1.438653364887723,1
1783,0,0.0,0.0,14.37,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,39,-0.5536760964053471,-0.0051025611975126,0
1792,3,24.714285714285715,2.137146453392936,170.12,139.76,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,25,-0.0749978451081838,-1.0614031533902992,0
1809,0,0.0,0.0,31.54,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,38,-0.0396732462007009,-0.0805526034969973,0
1825,0,0.0,0.0,63.93,0.0,1997-01-08,37.857142857142854,39.00000000000001,1.0,14.49,36,0.9299570577089376,-0.2314526880959669,1
1828,1,2.0,0.6931471805599453,72.42,46.28,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,35,-0.201328190353589,-0.3069027303954516,1
1839,0,0.0,0.0,73.3,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,41,1.2104583219149676,0.1457975234014569,1
1845,10,37.0,8.476381761777608,642.0899999999999,624.39,1997-01-08,37.857142857142854,39.00000000000001,6.0,269.42,30,-0.4539888808443993,-0.6841529418928755,0
1858,0,0.0,0.0,53.72,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,21,-0.2360540672456908,-1.3632033225882385,0
1877,0,0.0,0.0,49.08,0.0,1997-01-08,37.857142857142854,39.00000000000001,1.0,51.96,30,0.485405961288495,-0.6841529418928755,1
