cust,x,t_x,litt,sales,sales_x,first,T_cal,T_star,x_star,sales_star,zone,state,gender,age_category,age
113,0,0.0,0.0,32.91,0.0,1997-01-01,38.857142857142854,39.00000000000001,2.0,26.759999999999998,Pacific,California,M,medium,35
114,2,35.714285714285715,5.763205895127002,67.46,51.099999999999994,1997-01-01,38.857142857142854,39.00000000000001,2.0,57.47,Pacific,California,M,medium,57
115,0,0.0,0.0,13.97,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,Utah,M,medium,60
116,0,0.0,0.0,12.77,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Pacific,Washington,F,medium,41
117,1,34.57142857142857,3.543027577101373,43.48,24.74,1997-01-01,38.857142857142854,39.00000000000001,1.0,15.49,Central,Illinois,M,medium,36
118,1,24.857142857142858,3.2131451501592156,73.85,58.49,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Texas,M,medium,42
119,0,0.0,0.0,41.69,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Illinois,M,medium,32
120,3,19.428571428571427,5.568233220779488,92.02,69.05,1997-01-01,38.857142857142854,39.00000000000001,1.0,11.49,Eastern,Maine,F,medium,48
121,0,0.0,0.0,12.49,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Michigan,F,medium,47
122,0,0.0,0.0,27.74,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New York,F,medium,37
123,0,0.0,0.0,31.99,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Florida,F,medium,37
124,1,36.42857142857143,3.5953533961031128,57.41,28.48,1997-01-01,38.857142857142854,39.00000000000001,3.0,80.94,Eastern,Ohio,M,medium,38
125,1,24.571428571428573,3.2015843277581397,51.19,13.72,1997-01-01,38.857142857142854,39.00000000000001,4.0,57.45,Central,Texas,M,old,69
126,0,0.0,0.0,9.77,0.0,1997-01-03,38.57142857142857,39.0,1.0,292.98,Pacific,California,M,medium,55
127,0,0.0,0.0,39.71,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Missouri,F,young,27
128,3,30.571428571428573,4.785156657074199,67.86,47.49,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Texas,M,young,26
129,0,0.0,0.0,12.49,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,Montana,F,medium,38
130,5,32.0,7.9773457307546956,94.97,80.6,1997-01-01,38.857142857142854,39.00000000000001,2.0,25.98,Central,Kansas,M,old,63
131,0,0.0,0.0,30.32,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Ohio,M,young,28
132,3,23.714285714285715,6.032561722421422,192.92000000000002,139.23000000000002,1997-01-01,38.857142857142854,39.00000000000001,2.0,109.51,Mountain,Arizona,F,young,20
133,5,24.428571428571427,6.519615272464913,166.19,147.20000000000002,1997-01-01,38.857142857142854,39.00000000000001,1.0,32.98,Eastern,Florida,M,medium,42
134,1,17.714285714285715,2.8743714165497236,27.89,9.99,1997-01-01,38.857142857142854,39.00000000000001,1.0,21.49,Eastern,Indiana,F,medium,33
135,0,0.0,0.0,84.39,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Maryland,M,young,27
136,0,0.0,0.0,44.98,0.0,1997-01-01,38.857142857142854,39.00000000000001,1.0,36.98,Eastern,Kentucky,M,young,29
137,0,0.0,0.0,27.73,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,Arizona,M,medium,37
138,0,0.0,0.0,14.99,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Ohio,F,young,27
139,0,0.0,0.0,11.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,Eastern,New York,F,medium,34
140,1,17.428571428571427,2.8581108956779433,44.06,15.36,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New York,F,medium,52
141,3,34.0,6.79067097874513,106.62,86.65,1997-01-01,38.857142857142854,39.00000000000001,3.0,41.13,Central,Texas,M,medium,40
142,2,12.428571428571429,2.836808314974075,85.32,69.96,1997-01-02,38.714285714285715,38.99999999999999,2.0,37.07,Eastern,New York,M,medium,44
143,0,0.0,0.0,41.48,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Kentucky,M,medium,36
144,0,0.0,0.0,30.72,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Pennsylvania,M,medium,56
145,13,36.42857142857143,6.846319462546058,346.24,331.45000000000005,1997-01-01,38.857142857142854,39.00000000000001,8.0,175.72,Central,Texas,M,medium,37
146,0,0.0,0.0,13.97,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Kentucky,M,young,21
147,3,32.857142857142854,6.6606162116993834,131.19,104.05000000000001,1997-01-28,35.0,39.0,3.0,156.88,Eastern,Ohio,F,young,18
148,2,21.714285714285715,4.600260192490536,34.5,19.54,1997-01-01,38.857142857142854,39.00000000000001,4.0,111.94,Eastern,Ohio,F,medium,41
149,1,3.2857142857142856,1.1895840668738364,106.53999999999999,51.67,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Illinois,M,medium,53
150,0,0.0,0.0,15.36,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,Arizona,F,young,23
151,0,0.0,0.0,13.97,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Florida,M,medium,31
152,3,4.714285714285714,0.8468812805019872,176.01,74.00999999999999,1997-01-01,38.857142857142854,39.00000000000001,2.0,67.95,Central,Louisiana,F,young,29
153,0,0.0,0.0,6.79,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New Hampshire,M,young,29
154,2,38.42857142857143,5.901182521250229,43.32,28.950000000000003,1997-01-01,38.857142857142854,39.00000000000001,2.0,25.87,Central,Minnesota,M,young,24
155,0,0.0,0.0,23.99,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,New Mexico,M,medium,35
156,0,0.0,0.0,10.77,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New York,F,medium,41
157,1,8.0,2.0794415416798357,80.21000000000001,52.27,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Pacific,California,F,medium,48
158,0,0.0,0.0,43.05,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New York,F,medium,40
159,0,0.0,0.0,19.75,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,Arizona,M,medium,43
160,0,0.0,0.0,19.74,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Oklahoma,F,,30
161,4,36.285714285714285,7.719228454807949,134.75,114.97999999999999,1997-01-01,38.857142857142854,39.00000000000001,6.0,282.16,Eastern,Maine,M,young,23
162,0,0.0,0.0,119.54,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Illinois,M,medium,35
163,0,0.0,0.0,25.74,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Wisconsin,M,medium,33
164,5,28.714285714285715,7.719268415646335,179.16000000000003,153.43,1997-01-05,38.285714285714285,39.00000000000001,2.0,66.43,Central,Iowa,M,,30
165,0,0.0,0.0,7.78,0.0,1997-01-01,38.857142857142854,39.00000000000001,2.0,26.97,Central,Arkansas,M,young,21
166,0,0.0,0.0,29.53,0.0,1997-01-01,38.857142857142854,39.00000000000001,7.0,143.65,Central,Minnesota,M,young,29
167,3,20.857142857142858,3.269025608553672,84.0,53.68,1997-01-19,36.285714285714285,39.00000000000001,4.0,102.46000000000001,Eastern,New York,F,medium,42
168,0,0.0,0.0,14.96,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,District of Columbia,M,,30
169,0,0.0,0.0,11.77,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New Jersey,F,medium,44
170,0,0.0,0.0,29.92,0.0,1997-01-01,38.857142857142854,39.00000000000001,1.0,44.47,Eastern,Georgia,M,young,25
171,0,0.0,0.0,14.96,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Minnesota,F,medium,53
172,0,0.0,0.0,50.95,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,North Carolina,F,old,62
173,0,0.0,0.0,18.36,0.0,1997-01-01,38.857142857142854,39.00000000000001,1.0,31.47,Mountain,Utah,M,medium,48
174,1,0.7142857142857143,-0.3364722366212129,36.730000000000004,21.37,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Virginia,F,medium,53
175,0,0.0,0.0,27.77,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Pacific,California,M,young,26
176,0,0.0,0.0,11.77,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Maine,M,medium,46
177,18,35.285714285714285,5.770507245568406,429.66,364.75,1997-01-01,38.857142857142854,39.00000000000001,8.0,140.42,Central,Minnesota,M,medium,33
178,0,0.0,0.0,12.49,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New Jersey,M,medium,32
179,8,38.142857142857146,5.881725531883182,162.15,145.79000000000002,1997-01-01,38.857142857142854,39.00000000000001,1.0,11.88,Eastern,New Hampshire,F,medium,39
180,1,34.142857142857146,3.5305534028761976,62.59,36.71,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Kansas,F,medium,31
181,0,0.0,0.0,43.7,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New Jersey,F,,30
182,1,38.42857142857143,3.648801230546526,39.76,12.99,1997-01-01,38.857142857142854,39.00000000000001,2.0,51.96,Eastern,Pennsylvania,F,young,29
183,0,0.0,0.0,9.99,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Illinois,F,medium,34
184,0,0.0,0.0,19.99,0.0,1997-01-01,38.857142857142854,39.00000000000001,1.0,11.88,Eastern,Georgia,M,medium,35
185,1,3.2857142857142856,1.1895840668738364,47.85,21.78,1997-02-27,30.714285714285715,38.99999999999999,2.0,67.34,Mountain,Montana,M,young,24
186,1,36.857142857142854,3.607049435866304,34.45,17.49,1997-01-02,38.714285714285715,38.99999999999999,0.0,0.0,Central,Kansas,F,medium,41
187,1,4.571428571428571,1.519825753744413,36.11,4.79,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,Colorado,M,young,20
188,0,0.0,0.0,13.77,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Pennsylvania,F,young,18
189,0,0.0,0.0,294.03,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Central,Tennessee,M,medium,50
190,0,0.0,0.0,15.36,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Mountain,Arizona,M,medium,53
191,0,0.0,0.0,70.23,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,Pacific,Washington,F,medium,35
192,5,30.285714285714285,8.306760886983618,160.23000000000002,149.46,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Kentucky,M,medium,34
193,0,0.0,0.0,27.94,0.0,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,Ohio,M,medium,42
194,1,1.4285714285714286,0.3566749439387324,255.77999999999997,86.89,1997-01-01,38.857142857142854,39.00000000000001,0.0,0.0,Eastern,New Jersey,M,old,65
