cust,x,t_x,litt,sales,sales_x,first,T_cal,T_star,x_star,sales_star,age_scaled,gender_binary
621,1,1.5714285714285714,0.4519851237430572,32.269999999999996,14.37,1997-01-03,38.57142857142857,39.0,0.0,0.0,-0.028187459835204317,1
636,0,0.0,0.0,27.92,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,-0.9229732218766395,1
645,1,38.42857142857143,3.648801230546526,51.2,6.49,1997-01-04,38.42857142857143,39.0,2.0,49.980000000000004,-0.6247113011961611,0
656,0,0.0,0.0,55.1,0.0,1997-01-03,38.57142857142857,39.0,1.0,114.79,-0.6992767813662807,1
675,0,0.0,0.0,24.99,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,0.4937709013556329,0
687,0,0.0,0.0,12.97,0.0,1997-01-03,38.57142857142857,39.0,1.0,34.41,0.8665983022062309,1
703,0,0.0,0.0,121.34,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.8484077417065199,1
719,0,0.0,0.0,34.98,0.0,1997-01-07,38.0,39.0,0.0,0.0,-0.6247113011961611,1
736,0,0.0,0.0,28.74,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,0.1955089806751545,0
755,0,0.0,0.0,52.99,0.0,1997-01-03,38.57142857142857,39.0,0.0,0.0,-0.6247113011961611,1
756,2,33.142857142857146,5.1943164704062506,70.42,56.05,1997-01-03,38.57142857142857,39.0,0.0,0.0,1.1648602228867093,1
760,1,4.285714285714286,1.455287232606842,27.13,15.36,1997-01-03,38.57142857142857,39.0,1.0,26.3,2.134211465098264,1
773,4,29.428571428571427,5.487418610327371,269.86,213.59,1997-01-04,38.42857142857143,39.0,3.0,124.94,0.4192054211855133,0
775,0,0.0,0.0,186.67,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-1.0721041822168786,1
780,2,14.285714285714286,3.5559309819372813,130.69,82.96,1997-01-10,37.57142857142857,39.0,1.0,11.49,0.9411637823763505,0
789,1,16.142857142857142,2.7814776696570274,70.47,43.13,1997-01-04,38.42857142857143,39.0,1.0,28.97,1.0902947427165897,1
795,0,0.0,0.0,13.97,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.9229732218766395,0
816,0,0.0,0.0,35.31,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.9229732218766395,1
834,0,0.0,0.0,21.98,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.2518839003455631,1
836,2,21.142857142857142,4.035504062199167,326.03999999999996,266.96000000000004,1997-01-04,38.42857142857143,39.0,1.0,140.42,0.8665983022062309,0
857,0,0.0,0.0,24.94,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.7738422615364003,0
858,0,0.0,0.0,26.73,0.0,1997-01-13,37.142857142857146,38.99999999999999,0.0,0.0,-0.8484077417065199,0
875,0,0.0,0.0,16.99,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,0.5683363815257525,0
881,3,29.285714285714285,5.089358450225783,164.82,127.88,1997-01-04,38.42857142857143,39.0,1.0,106.03,-1.4449315830674767,1
899,0,0.0,0.0,145.47,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,1.3139911832269484,0
913,0,0.0,0.0,12.77,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.9975387020467591,0
918,1,5.857142857142857,1.7676619176489945,121.1,69.23,1997-01-04,38.42857142857143,39.0,1.0,15.49,-1.2958006227272376,1
936,0,0.0,0.0,14.99,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-1.370366102897357,0
947,1,5.142857142857143,1.6376087894007967,74.23,20.77,1997-01-04,38.42857142857143,39.0,0.0,0.0,-1.594062543407716,0
958,0,0.0,0.0,117.1,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.10275294000532392,1
974,0,0.0,0.0,18.36,0.0,1997-01-04,38.42857142857143,39.0,0.0,0.0,-0.47558034085592193,0
989,0,0.0,0.0,14.96,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,0.2700744608452741,0
1012,3,16.857142857142858,4.71886323639295,74.62,60.65,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-1.4449315830674767,1
1014,0,0.0,0.0,96.36,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.2518839003455631,1
1034,0,0.0,0.0,33.96,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,0.4937709013556329,1
1035,1,7.428571428571429,2.005333569526114,108.93,42.09,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,1.01572926254647,1
1050,0,0.0,0.0,21.76,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.9229732218766395,1
1062,0,0.0,0.0,14.96,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,1.4631221435671877,1
1080,0,0.0,0.0,14.99,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.40101486068580233,0
1099,7,26.428571428571427,4.365408080212384,208.36,193.4,1997-01-05,38.285714285714285,39.00000000000001,4.0,92.94,0.04637802033491528,1
1101,0,0.0,0.0,0.0,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.10275294000532392,1
1108,10,35.42857142857143,7.222056060205581,166.86,136.57,1997-01-05,38.285714285714285,39.00000000000001,4.0,23.950000000000003,-1.221235142557118,0
1115,0,0.0,0.0,19.99,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,0.5683363815257525,0
1117,0,0.0,0.0,14.96,0.0,1997-01-27,35.142857142857146,38.99999999999999,0.0,0.0,-0.6992767813662807,0
1131,0,0.0,0.0,71.63,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,0.5683363815257525,1
1150,0,0.0,0.0,37.97,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.47558034085592193,0
1158,1,33.285714285714285,3.505128304510387,94.92999999999999,14.99,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.47558034085592193,1
1167,6,37.42857142857143,5.673314767275617,352.5,305.22,1997-01-05,38.285714285714285,39.00000000000001,1.0,62.79,0.4192054211855133,0
1174,0,0.0,0.0,34.9,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.17731842017544353,1
1188,0,0.0,0.0,43.09,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,1.01572926254647,1
1209,0,0.0,0.0,31.51,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,0.5683363815257525,1
1223,0,0.0,0.0,56.51,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.47558034085592193,0
1240,0,0.0,0.0,36.36,0.0,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,-0.32644938051568273,1
1241,2,31.857142857142858,5.239476866525104,78.61,66.84,1997-01-05,38.285714285714285,39.00000000000001,2.0,53.96,-0.5501458210260415,1
1251,4,37.57142857142857,5.446536285801968,89.52,82.73,1997-01-05,38.285714285714285,39.00000000000001,3.0,112.53,-1.1466696623869983,0
1252,1,23.857142857142858,3.172083663361442,43.209999999999994,26.22,1997-01-05,38.285714285714285,39.00000000000001,0.0,0.0,1.1648602228867093,1
1265,0,0.0,0.0,34.74,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-1.221235142557118,0
1280,0,0.0,0.0,22.7,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,0.7920328220361113,0
1283,1,24.142857142857142,3.18398856586776,172.01,92.8,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.10275294000532392,0
1291,1,6.142857142857143,1.8152899666382492,104.6,52.3,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,0.7174673418659917,0
1295,0,0.0,0.0,90.56,0.0,1997-02-10,33.142857142857146,38.99999999999999,0.0,0.0,0.2700744608452741,1
1302,0,0.0,0.0,125.82,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,0.12094350050503488,1
1317,0,0.0,0.0,32.98,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.2518839003455631,1
1322,1,0.2857142857142857,-1.252762968495368,66.22,39.09,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.47558034085592193,0
1333,0,0.0,0.0,42.49,0.0,1997-01-06,38.142857142857146,38.99999999999999,1.0,29.48,-0.6247113011961611,0
1343,1,0.2857142857142857,-1.252762968495368,22.94,12.97,1997-01-06,38.142857142857146,38.99999999999999,1.0,12.58,-0.028187459835204317,1
1350,0,0.0,0.0,156.0,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.40101486068580233,0
1365,0,0.0,0.0,11.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.32644938051568273,1
1377,1,24.142857142857142,3.18398856586776,39.36,24.99,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,1.0902947427165897,1
1380,0,0.0,0.0,29.33,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.8484077417065199,1
1393,1,5.285714285714286,1.6650077635889111,37.08,28.31,1997-01-06,38.142857142857146,38.99999999999999,2.0,72.93,-1.5194970632375964,1
1395,0,0.0,0.0,8.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,1.4631221435671877,1
1402,0,0.0,0.0,166.3,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,-0.10275294000532392,0
1417,1,15.285714285714286,2.7269186854065928,111.72,76.41,1997-01-14,37.0,39.0,1.0,359.71999999999997,0.04637802033491528,0
1420,0,0.0,0.0,11.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.10275294000532392,1
1425,0,0.0,0.0,17.3,0.0,1997-02-18,32.0,39.0,0.0,0.0,-0.17731842017544353,1
1433,0,0.0,0.0,9.98,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-1.370366102897357,0
1446,0,0.0,0.0,19.77,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-0.32644938051568273,1
1463,0,0.0,0.0,28.37,0.0,1997-01-07,38.0,39.0,0.0,0.0,-0.7738422615364003,0
1480,1,3.0,1.0986122886681098,29.73,13.77,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,1.239425703056829,0
1483,0,0.0,0.0,163.52,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,1.9850805047580249,1
1499,1,10.285714285714286,2.330755969960742,175.38000000000002,163.61,1997-01-26,35.285714285714285,39.00000000000001,0.0,0.0,0.3446399410153937,1
1504,0,0.0,0.0,24.99,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,0.4192054211855133,0
1518,0,0.0,0.0,14.96,0.0,1997-01-06,38.142857142857146,38.99999999999999,0.0,0.0,-1.5194970632375964,0
1528,1,7.142857142857143,1.9661128563728327,47.7,36.71,1997-01-06,38.142857142857146,38.99999999999999,1.0,7.49,-1.6686280235778355,1
1540,0,0.0,0.0,10.77,0.0,1997-01-07,38.0,39.0,0.0,0.0,-0.47558034085592193,1
1544,4,7.571428571428571,1.385877781234674,61.269999999999996,54.480000000000004,1997-01-07,38.0,39.0,0.0,0.0,-1.2958006227272376,0
1560,3,26.0,5.8757493428593035,70.84,58.07,1997-01-07,38.0,39.0,0.0,0.0,-0.32644938051568273,0
1561,0,0.0,0.0,49.87,0.0,1997-01-07,38.0,39.0,1.0,66.94,0.4192054211855133,1
1568,1,24.0,3.1780538303479458,99.64999999999999,71.66,1997-01-07,38.0,39.0,0.0,0.0,0.4937709013556329,1
1583,2,28.428571428571427,5.30279711340032,41.43,27.73,1997-01-07,38.0,39.0,5.0,56.54,0.642901861695872,1
1585,0,0.0,0.0,8.77,0.0,1997-01-07,38.0,39.0,1.0,15.99,-1.221235142557118,1
1596,1,23.428571428571427,3.153956278768885,54.9,19.54,1997-01-07,38.0,39.0,2.0,77.7,-0.7738422615364003,1
1605,2,7.428571428571429,2.6109697478049974,91.92999999999999,46.95,1997-01-07,38.0,39.0,0.0,0.0,0.04637802033491528,0
1618,0,0.0,0.0,12.97,0.0,1997-01-07,38.0,39.0,0.0,0.0,-0.40101486068580233,1
1623,2,16.857142857142858,4.221007180640747,118.59,103.60000000000001,1997-01-07,38.0,39.0,4.0,244.26,0.4192054211855133,0
1627,1,2.142857142857143,0.7621400520468967,41.099999999999994,29.33,1997-01-07,38.0,39.0,0.0,0.0,-0.17731842017544353,1
1631,1,15.714285714285714,2.7545702167371027,35.31,23.54,1997-01-07,38.0,39.0,0.0,0.0,0.2700744608452741,0
1640,0,0.0,0.0,79.99,0.0,1997-01-07,38.0,39.0,0.0,0.0,0.8665983022062309,0
1647,5,6.857142857142857,-3.564132891045144,237.85999999999999,177.88,1997-01-07,38.0,39.0,2.0,36.97,1.5376876237373074,0
1655,2,28.571428571428573,4.150879198787011,57.05,30.32,1997-01-07,38.0,39.0,0.0,0.0,-1.0721041822168786,0
1661,7,34.142857142857146,8.813775150620152,335.43,160.44,1997-01-07,38.0,39.0,5.0,111.44999999999999,1.1648602228867093,0
1663,2,35.714285714285715,4.2758154171357425,52.91,37.95,1997-01-07,38.0,39.0,0.0,0.0,0.9411637823763505,0
1664,0,0.0,0.0,70.42,0.0,1997-01-07,38.0,39.0,0.0,0.0,0.9411637823763505,0
1668,4,29.285714285714285,7.414979757513083,133.42000000000002,119.44999999999999,1997-01-07,38.0,39.0,1.0,14.99,-0.10275294000532392,0
1669,13,37.857142857142854,6.243210321915744,391.44,381.46000000000004,1997-01-07,38.0,39.0,5.0,144.6,0.9411637823763505,0
1686,0,0.0,0.0,13.97,0.0,1997-01-07,38.0,39.0,5.0,140.13,-1.0721041822168786,0
1696,4,33.0,5.849196342982524,160.6,114.11999999999999,1997-01-07,38.0,39.0,2.0,35.47,-1.5194970632375964,0
1705,4,35.285714285714285,6.139230875270236,111.53999999999999,99.77,1997-01-07,38.0,39.0,0.0,0.0,-0.6247113011961611,1
1712,0,0.0,0.0,30.97,0.0,1997-01-07,38.0,39.0,0.0,0.0,-0.32644938051568273,0
1727,0,0.0,0.0,35.31,0.0,1997-01-19,36.285714285714285,39.00000000000001,0.0,0.0,0.7174673418659917,0
1733,0,0.0,0.0,11.77,0.0,1997-01-07,38.0,39.0,0.0,0.0,-0.2518839003455631,1
1739,1,2.857142857142857,1.0498221244986776,32.06,16.7,1997-01-07,38.0,39.0,0.0,0.0,0.12094350050503488,1
1750,1,15.285714285714286,2.7269186854065928,121.56,100.59,1997-01-18,36.42857142857143,39.0,0.0,0.0,-0.7738422615364003,1
1753,0,0.0,0.0,0.0,0.0,1997-01-07,38.0,39.0,0.0,0.0,-0.17731842017544353,0
1758,1,6.428571428571429,1.8607523407150064,46.09,34.32,1997-01-07,38.0,39.0,0.0,0.0,-1.5194970632375964,0
1760,29,37.714285714285715,-0.8411058785945296,773.57,761.5800000000002,1997-01-07,38.0,39.0,14.0,350.12,0.04637802033491528,1
1763,0,0.0,0.0,12.49,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,-1.4449315830674767,1
1783,0,0.0,0.0,14.37,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-0.028187459835204317,0
1792,3,24.714285714285715,2.137146453392936,170.12,139.76,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-1.0721041822168786,0
1809,0,0.0,0.0,31.54,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-0.10275294000532392,0
1825,0,0.0,0.0,63.93,0.0,1997-01-08,37.857142857142854,39.00000000000001,1.0,14.49,-0.2518839003455631,1
1828,1,2.0,0.6931471805599453,72.42,46.28,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-0.32644938051568273,1
1839,0,0.0,0.0,73.3,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,0.12094350050503488,1
1845,10,37.0,8.476381761777608,642.0899999999999,624.39,1997-01-08,37.857142857142854,39.00000000000001,6.0,269.42,-0.6992767813662807,0
1858,0,0.0,0.0,53.72,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-1.370366102897357,0
1877,0,0.0,0.0,49.08,0.0,1997-01-08,37.857142857142854,39.00000000000001,1.0,51.96,-0.6992767813662807,1
1890,13,28.142857142857142,0.12875167993859793,343.45000000000005,330.96,1997-01-08,37.857142857142854,39.00000000000001,16.0,615.1,-0.5501458210260415,1
1893,6,32.857142857142854,8.888174637022633,274.34,211.05,1997-01-09,37.714285714285715,38.99999999999999,8.0,214.84,-1.4449315830674767,1
1894,0,0.0,0.0,14.37,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-0.5501458210260415,0
1908,0,0.0,0.0,25.77,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,1.01572926254647,1
1919,1,37.42857142857143,3.6224343547057836,33.48,14.49,1997-01-08,37.857142857142854,39.00000000000001,2.0,28.48,0.9411637823763505,1
1928,0,0.0,0.0,64.99,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,1.01572926254647,1
1944,0,0.0,0.0,51.37,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-0.5501458210260415,1
1956,0,0.0,0.0,93.57,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-1.4449315830674767,1
1971,0,0.0,0.0,18.36,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,-1.5194970632375964,1
1985,0,0.0,0.0,6.79,0.0,1997-01-08,37.857142857142854,39.00000000000001,0.0,0.0,0.4937709013556329,0
1991,8,36.142857142857146,10.214618109225487,441.09000000000003,394.01,1997-01-09,37.714285714285715,38.99999999999999,7.0,379.3,0.4937709013556329,0
2005,0,0.0,0.0,17.96,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,0.7174673418659917,1
2030,0,0.0,0.0,15.76,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,1.388556663397068,1
2046,2,10.142857142857142,3.2454581391497594,62.04,44.16,1997-01-18,36.42857142857143,39.0,1.0,27.98,3.103562707309819,0
2049,0,0.0,0.0,12.97,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,0.8665983022062309,0
2053,1,5.0,1.6094379124341003,31.119999999999997,15.76,1997-01-09,37.714285714285715,38.99999999999999,3.0,52.95,-1.221235142557118,1
2071,0,0.0,0.0,8.77,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,-0.9229732218766395,0
2072,4,36.142857142857146,3.7764737515514337,163.2,135.65,1997-01-09,37.714285714285715,38.99999999999999,2.0,31.97,0.5683363815257525,1
2087,0,0.0,0.0,14.96,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,-1.1466696623869983,1
2092,1,1.1428571428571428,0.13353139262452257,66.22,12.97,1997-01-14,37.0,39.0,3.0,130.31,0.5683363815257525,0
2099,2,7.857142857142857,2.7335720698973294,37.71,23.740000000000002,1997-01-09,37.714285714285715,38.99999999999999,1.0,12.49,-1.4449315830674767,1
2102,3,21.142857142857142,5.085326186697845,117.94999999999999,113.96000000000001,1997-01-09,37.714285714285715,38.99999999999999,1.0,41.47,0.04637802033491528,0
2104,3,6.0,1.0416253572944996,137.25,85.39,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,-0.8484077417065199,1
2109,0,0.0,0.0,28.99,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,0.3446399410153937,1
2127,0,0.0,0.0,27.94,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,-0.9975387020467591,0
2142,0,0.0,0.0,30.54,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,-0.8484077417065199,1
2161,0,0.0,0.0,52.63,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,1.4631221435671877,1
2180,0,0.0,0.0,16.99,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,0.2700744608452741,1
2181,1,14.857142857142858,2.6984807500860595,56.74,14.99,1997-01-11,37.42857142857143,39.0,0.0,0.0,-0.8484077417065199,1
2194,6,27.0,6.909458898863676,186.91,172.61,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,1.1648602228867093,0
2198,0,0.0,0.0,13.77,0.0,1997-02-05,33.857142857142854,39.00000000000001,0.0,0.0,-0.6992767813662807,0
2199,0,0.0,0.0,36.75,0.0,1997-01-09,37.714285714285715,38.99999999999999,0.0,0.0,0.04637802033491528,1
